target,model,chain,res,patch_qs,patch_dockq,lddt,cad,global_qs_best,global_tm_score,chain_number,X999,X365,X494,X426,X041,X121,X101,X248,X158,X083,X266,X248_2,X468,X168,X245,X089,n_trg_chains
H1111.pdb,H1111TS439_3,L,486,,,0.717,0.611,0.818,0.45899,27,,0.88,0.56,,0.9188,0.56,,,,0.67,0.7944,1,,,0.5,,27
H1111.pdb,H1111TS439_3,L,487,,,0.599,0.714,0.818,0.45899,27,,0.827,0.08,,0.9566,0.08,,1,,0.57,0.7633,,,,0.5,,27
H1111.pdb,H1111TS439_3,L,488,,,0.624,0.644,0.818,0.45899,27,,0.852,0.26,,0.9376,0.26,,1,,0.65,0.7938,1,,,0.53,,27
H1111.pdb,H1111TS439_3,L,489,,,0.547,0.42,0.818,0.45899,27,,0.801,0.58,,0.9591,0.58,,1,,0.64,0.7996,1,,,0.56,,27
H1111.pdb,H1111TS439_3,L,491,,,0.637,0.575,0.818,0.45899,27,,0.822,1,,0.9115,1,,1,,0.7,0.8058,,,,0.73,,27
H1111.pdb,H1111TS439_3,L,495,,,0.664,0.766,0.818,0.45899,27,,0.805,1,,0.9187,1,,,,0.68,0.7993,1,,,0.75,,27
H1111.pdb,H1111TS439_3,L,498,,,0.742,0.776,0.818,0.45899,27,,0.845,1,,0.9104,1,,,,0.7,0.8052,,,,0.75,,27
H1111.pdb,H1111TS439_3,L,499,,,0.657,0.596,0.818,0.45899,27,,0.745,1,,0.9589,1,,,,0.71,0.8344,,,,0.76,,27
H1111.pdb,H1111TS439_3,L,502,,,0.76,0.637,0.818,0.45899,27,,0.824,1,,0.9473,1,,,,0.7,0.8236,,,,0.76,,27
H1111.pdb,H1111TS439_3,L,506,,,0.715,0.556,0.818,0.45899,27,,0.698,0.91,,0.9205,0.91,,,,0.56,0.7403,,,,0.8,,27
H1111.pdb,H1111TS439_3,L,511,0.952912328963098,0.964,0.836,0.735,0.818,0.45899,27,,0.793,0.2,,0.9227,0.2,,1,,0.65,0.7863,,,,0.86,,27
H1111.pdb,H1111TS439_3,L,514,0.956729516705759,0.934,0.851,0.902,0.818,0.45899,27,,0.833,0.03,,0.935,0.03,,0,,0.74,0.8375,1,,,0.9,,27
H1111.pdb,H1111TS439_3,L,515,0.957188512914046,0.891,0.863,0.771,0.818,0.45899,27,,0.791,0.07,,0.9747,0.07,,0,,0.77,0.8724,0,,,0.86,,27
H1111.pdb,H1111TS439_3,L,516,0.964083895899362,0.909,0.86,0.739,0.818,0.45899,27,,0.741,0.08,,0.9629,0.08,,1,,0.7,0.8315,0,,,0.9,,27
H1111.pdb,H1111TS439_3,L,519,0.972954495467438,0.913,0.384,0.574,0.818,0.45899,27,,0.728,0.22,,0.9685,0.22,,0,,0.62,0.7942,0,,,0.84,,27
H1111.pdb,H1111TS439_3,L,520,0.913432576058499,0.861,0.857,0.777,0.818,0.45899,27,,0.781,0.7,,0.8971,0.7,,1,,0.63,0.7635,0,,,0.79,,27
H1111.pdb,H1111TS439_3,L,521,0.890099744861312,0.844,0.873,0.804,0.818,0.45899,27,,0.803,0.72,,0.8973,0.72,,1,,0.73,0.8137,1,,,0.81,,27
H1111.pdb,H1111TS439_3,L,524,0.924713888359365,0.868,0.768,0.742,0.818,0.45899,27,,0.761,0.76,,0.9694,0.76,,1,,0.68,0.8247,1,,,0.57,,27
H1111.pdb,H1111TS439_3,L,525,0.895029412127338,0.824,0.823,0.806,0.818,0.45899,27,,0.771,0.62,,0.9051,0.62,,,,0.73,0.8176,1,,,0.7,,27
H1111.pdb,H1111TS439_3,L,528,0.9572434858573,0.894,0.806,0.781,0.818,0.45899,27,,0.748,0.27,,0.9349,0.27,,,,0.7,0.8174,,,,0.64,,27
H1111.pdb,H1111TS439_3,L,529,0.969967206752302,0.916,0.821,0.881,0.818,0.45899,27,,0.726,0.24,,0.9621,0.24,,,,0.65,0.8061,,,,0.83,,27
H1111.pdb,H1111TS439_3,L,530,0.969308406773914,0.909,0.875,0.855,0.818,0.45899,27,,0.826,0.06,,0.9308,0.06,,,,0.77,0.8504,,,,0.66,,27
H1111.pdb,H1111TS439_3,L,531,0.976777673292565,0.915,0.412,0.515,0.818,0.45899,27,,0.762,0.15,,0.9659,0.15,,,,0.68,0.823,,,,0.73,,27
H1111.pdb,H1111TS439_3,L,532,0.959083753208583,0.891,0.862,0.843,0.818,0.45899,27,,0.816,0.19,,0.9731,0.19,,,,0.75,0.8616,,,,0.86,,27
H1111.pdb,H1111TS439_3,L,535,0.934512239179429,0.864,0.859,0.763,0.818,0.45899,27,,0.777,0.08,,0.9501,0.08,,0,,0.69,0.8201,,,,0.69,,27
H1111.pdb,H1111TS439_3,L,541,0.916334753715733,0.779,0.863,0.699,0.818,0.45899,27,,0.838,0.05,,0.9154,0.05,,0,,0.65,0.7827,1,,,0.63,,27
H1111.pdb,H1111TS439_3,L,542,0.943997316803062,0.849,0.831,0.777,0.818,0.45899,27,,0.802,0.01,,0.9439,0.01,,0,,0.74,0.8419,0,,,0.73,,27
H1111.pdb,H1111TS439_3,L,543,0.941126049466453,0.875,0.797,0.658,0.818,0.45899,27,,0.767,0.08,,0.9668,0.08,,,,0.65,0.8084,0,,,0.82,,27
H1111.pdb,H1111TS439_3,L,546,0.942297718095968,0.918,0.887,0.896,0.818,0.45899,27,,0.852,0,,0.9081,0,,,,0.77,0.8391,,,,0.94,,27
H1111.pdb,H1111TS439_3,L,547,0.933399856163295,0.868,0.867,0.917,0.818,0.45899,27,,0.821,0.11,,0.9309,0.11,,0,,0.66,0.7955,,,,0.93,,27
H1111.pdb,H1111TS439_3,L,560,0.89303147215359,0.726,0.35,0.584,0.818,0.45899,27,,0.703,0.17,,0.9351,0.17,,,,0.69,0.8126,1,,,0.77,,27
H1111.pdb,H1111TS439_3,L,561,0.935197496634753,0.854,0.776,0.622,0.818,0.45899,27,,0.784,0.15,,0.9638,0.15,,,,0.7,0.8319,,,,0.82,,27
H1111.pdb,H1111TS439_3,L,563,0.937345057643645,0.849,0.802,0.849,0.818,0.45899,27,,0.728,0.09,,0.9261,0.09,,0,,0.62,0.773,0,,,0.89,,27
H1111.pdb,H1111TS439_3,L,564,0.962103760983368,0.973,0.829,0.762,0.818,0.45899,27,,0.838,0.02,,0.9136,0.02,,,,0.75,0.8318,0,,,0.89,,27
H1111.pdb,H1111TS439_3,L,567,0.957998111252668,0.938,0.85,0.809,0.818,0.45899,27,,0.809,0.03,,0.9358,0.03,,,,0.66,0.7979,,,,0.84,,27
H1111.pdb,H1111TS439_3,L,570,0.936727966889616,0.872,0.89,0.832,0.818,0.45899,27,,0.842,0.13,,0.9657,0.13,,,,0.73,0.8479,,,,0.84,,27
H1111.pdb,H1111TS439_3,L,571,0.929258968861068,0.873,0.773,0.774,0.818,0.45899,27,,0.8,0.12,,0.9285,0.12,,,,0.58,0.7543,,,,0.75,,27
H1111.pdb,H1111TS439_3,L,572,0.763300843101386,0.47,0.836,0.798,0.818,0.45899,27,,0.776,0.17,,0.9187,0.17,,0,,0.63,0.7743,,,,0.84,,27
H1111.pdb,H1111TS439_3,L,575,0.799454609460544,0.464,0.824,0.626,0.818,0.45899,27,,0.774,0.1,,0.9638,0.1,,0,,0.58,0.7719,,,,0.68,,27
H1111.pdb,H1111TS439_3,L,576,0.721291244656119,0.469,0.832,0.803,0.818,0.45899,27,,0.817,0,,0.9348,0,,,,0.67,0.8024,0,,,0.78,,27
H1111.pdb,H1111TS439_3,L,580,0.807740055729731,0.716,0.843,0.707,0.818,0.45899,27,,0.839,0.05,,0.9329,0.05,,0,,0.74,0.8365,0,,,0.86,,27
H1111.pdb,H1111TS439_3,L,585,0.617445803863404,0.407,0.84,0.845,0.818,0.45899,27,,0.831,0.13,,0.9426,0.13,,1,,0.63,0.7863,0,,,0.92,,27
H1111.pdb,H1111TS439_3,L,592,0.923805964652988,0.927,0.292,0.411,0.818,0.45899,27,,0.677,0.26,,0.9325,0.26,,,,0.5,0.7163,,,,0.69,,27
H1111.pdb,H1111TS439_3,L,593,0.951686679300112,0.948,0.844,0.873,0.818,0.45899,27,,0.732,0.64,,0.9591,0.64,,,,0.67,0.8145,,,,0.75,,27
H1111.pdb,H1111TS439_3,L,596,0.944540874242413,0.914,0.728,0.634,0.818,0.45899,27,,0.728,0.42,,0.9463,0.42,,,,0.64,0.7932,,,,0.67,,27
H1111.pdb,H1111TS439_3,L,600,0.873747703672708,0.684,0.541,0.4,0.818,0.45899,27,,0.792,1,,0.9296,1,,,,0.63,0.7798,,,,0.64,,27
H1111.pdb,H1111TS439_3,L,602,,,0.449,0.659,0.818,0.45899,27,,0.77,0.96,,0.9426,0.96,,,,0.71,0.8263,,,,0.67,,27
H1111.pdb,H1111TS439_3,L,603,,,0.627,0.52,0.818,0.45899,27,,0.797,0.13,,0.9341,0.13,,,,0.71,0.822,,,,0.76,,27
H1111.pdb,H1111TS439_3,L,604,0.842188480799529,0.682,0.784,0.547,0.818,0.45899,27,,0.84,1,,0.9365,1,,,,0.74,0.8382,,,,0.8,,27
H1111.pdb,H1111TS439_3,L,606,0.943880027893257,0.793,0.837,0.756,0.818,0.45899,27,,0.858,1,,0.9559,1,,,,0.75,0.853,,,,0.85,,27
H1111.pdb,H1111TS439_3,L,609,0.942743310148984,0.861,0.827,0.733,0.818,0.45899,27,,0.843,1,,0.9367,1,,,,0.72,0.8284,,,,0.89,,27
H1111.pdb,H1111TS439_3,L,626,0.883198045193868,0.732,0.609,0.555,0.818,0.45899,27,,0.746,0.22,,0.9672,0.22,,,,0.66,0.8136,,,,0.47,,27
H1111.pdb,H1111TS439_3,L,627,0.883198045193868,0.732,0.632,0.38,0.818,0.45899,27,,0.745,0.2,,0.9359,0.2,,,,0.67,0.803,,,,0.56,,27
H1111.pdb,H1111TS439_3,L,628,0.76972070685701,0.698,0.72,0.545,0.818,0.45899,27,,0.775,0.04,,0.913,0.04,,,,0.71,0.8115,,,,0.63,,27
H1111.pdb,H1111TS439_3,L,629,0.786009854557364,0.646,0.732,0.635,0.818,0.45899,27,,0.777,0.04,,0.9403,0.04,,,,0.75,0.8451,,,,0.58,,27
H1111.pdb,H1111TS439_3,L,630,0.834185435612923,0.689,0.626,0.661,0.818,0.45899,27,,0.722,0.08,,0.95,0.08,,,,0.64,0.795,,,,0.71,,27
H1111.pdb,H1111TS439_3,L,631,0.784720934662802,0.571,0.764,0.733,0.818,0.45899,27,,0.736,0.06,,0.9587,0.06,,,,0.72,0.8394,,,,0.67,,27
H1111.pdb,H1111TS439_3,L,632,0.845737258243437,0.593,0.715,0.538,0.818,0.45899,27,,0.785,0.2,,0.9604,0.2,,,,0.67,0.8152,,,,0.7,,27
H1111.pdb,H1111TS439_3,L,633,0.847699045903038,0.608,0.691,0.794,0.818,0.45899,27,,0.725,0.11,,0.9301,0.11,,,,0.74,0.835,,,,0.69,,27
H1111.pdb,H1111TS439_3,L,634,0.849973460074977,0.651,0.773,0.796,0.818,0.45899,27,,0.734,0.04,,0.9175,0.04,,,,0.71,0.8137,,,,0.66,,27
H1111.pdb,H1111TS439_3,L,635,0.874564097991186,0.636,0.753,0.702,0.818,0.45899,27,,0.77,0.11,,0.9881,0.11,,,,0.67,0.8291,,,,0.7,,27
H1111.pdb,H1111TS439_3,L,636,0.894161286062809,0.692,0.826,0.896,0.818,0.45899,27,,0.799,1,,0.9197,1,,,,0.73,0.8249,,,,0.73,,27
H1111.pdb,H1111TS439_3,L,638,0.848875577291366,0.594,0.727,0.695,0.818,0.45899,27,,0.793,0.08,,0.9763,0.08,,,,0.77,0.8731,,,,0.81,,27
H1111.pdb,H1111TS439_3,L,639,0.880743004615749,0.687,0.778,0.834,0.818,0.45899,27,,0.744,0.04,,0.9179,0.04,,,,0.68,0.799,,,,0.7,,27
H1111.pdb,H1111TS439_3,L,650,,,,,0.818,0.45899,27,,0.816,,,0.9118,,,,,0.57,0.7409,,,,0.46,,27
H1111.pdb,H1111TS439_3,L,654,0.883233899287267,0.831,0.559,0.408,0.818,0.45899,27,,0.66,0.8,,0.9305,0.8,,,,0.59,0.7602,,,,0.27,,27
H1111.pdb,H1111TS439_3,L,655,,,0.753,0.689,0.818,0.45899,27,,0.686,1,,0.9567,1,,,,0.6,0.7784,,,,0.55,,27
H1111.pdb,H1111TS439_3,L,656,0.960581992269662,0.947,0.711,0.611,0.818,0.45899,27,,0.653,1,,0.9581,1,,,,0.6,0.779,,,,0.43,,27
H1111.pdb,H1111TS439_3,L,657,0.948722947596703,0.829,0.777,0.684,0.818,0.45899,27,,0.741,1,,0.9762,1,,,,0.69,0.8331,,,,0.71,,27
H1111.pdb,H1111TS439_3,L,659,0.958999158094867,0.816,0.84,0.867,0.818,0.45899,27,,0.829,1,,0.95,1,,,,0.76,0.855,,,,0.76,,27
H1111.pdb,H1111TS439_3,L,662,0.943233944993552,0.767,0.854,0.802,0.818,0.45899,27,,0.874,1,,0.9068,1,,,,0.73,0.8184,,,,0.92,,27
H1111.pdb,H1111TS439_3,L,669,0.631763742183989,0.577,0.84,0.682,0.818,0.45899,27,,0.732,0.13,,0.9803,0.13,,,,0.73,0.8552,,,,0.86,,27
H1111.pdb,H1111TS439_3,L,670,0.628604001686515,0.547,0.808,0.67,0.818,0.45899,27,,0.787,0.07,,0.9777,0.07,,,,0.7,0.8389,,,,0.85,,27
H1111.pdb,H1111TS439_3,L,671,0.513205309779884,0.478,0.894,0.921,0.818,0.45899,27,,0.843,,,0.9161,,,,,0.73,0.8231,,,,0.86,,27
H1111.pdb,H1111TS439_3,L,672,0.538537708512182,0.471,0.841,0.802,0.818,0.45899,27,,0.749,,,0.9428,,,,,0.66,0.8014,,,,0.93,,27
H1111.pdb,H1111TS439_3,L,673,0.615038493071592,0.505,0,0.5,0.818,0.45899,27,,0.731,0.09,,0.9776,0.09,,,,0.62,0.7988,,,,0.88,,27
H1111.pdb,H1111TS439_3,L,674,0.666342886326186,0.51,0.792,0.786,0.818,0.45899,27,,0.786,0.07,,0.9564,0.07,,,,0.65,0.8032,,,,0.78,,27
H1111.pdb,H1111TS439_3,L,677,,,0.762,0.691,0.818,0.45899,27,,0.735,0.05,,0.9499,0.05,,,,0.56,0.7549,,,,0.54,,27
H1111.pdb,H1111TS439_3,L,678,,,0.777,0.838,0.818,0.45899,27,,0.722,0.07,,0.9127,0.07,,,,0.44,0.6764,,,,0.57,,27
H1111.pdb,H1111TS439_3,L,687,0.93314998554649,0.734,0.836,0.843,0.818,0.45899,27,,0.792,1,,0.95,1,,,,0.69,0.82,,,,0.85,,27
H1111.pdb,H1111TS439_3,L,688,0.93156476463242,0.729,0.805,0.737,0.818,0.45899,27,,0.803,1,,0.9393,1,,,,0.7,0.8197,,,,0.82,,27
H1111.pdb,H1111TS439_3,L,690,0.916356479066015,0.724,0.759,0.707,0.818,0.45899,27,,0.807,1,,0.929,1,,,,0.73,0.8295,,,,0.74,,27
H1111.pdb,H1111TS439_3,L,692,0.782865794124075,0.48,0.565,0.415,0.818,0.45899,27,,0.676,0.06,,0.9488,0.06,,,,0.59,0.7694,,,,0.47,,27
H1111.pdb,H1111TS439_3,L,693,0.872221090376267,0.855,0.541,0.452,0.818,0.45899,27,,0.688,0.1,,0.9083,0.1,,,,0.62,0.7642,,,,0.5,,27
H1111.pdb,H1111TS439_3,L,694,,,0.624,0.708,0.818,0.45899,27,,0.789,0.15,,0.9164,0.15,,,,0.67,0.7932,,,,0.69,,27
H1111.pdb,H1111TS439_3,L,695,,,0.694,0.606,0.818,0.45899,27,,0.819,0.91,,0.9745,0.91,,,,0.71,0.8422,,,,0.66,,27
H1111.pdb,H1111TS439_3,L,696,0.930786313205186,0.796,0.75,0.704,0.818,0.45899,27,,0.811,1,,0.9283,1,,,,0.75,0.8391,,,,0.82,,27
H1111.pdb,H1111TS439_3,L,697,0.955678378486597,0.883,0.618,0.489,0.818,0.45899,27,,0.808,1,,0.9258,1,,,,0.75,0.8379,,,,0.9,,27
H1111.pdb,H1111TS439_3,L,698,0.944616069182421,0.852,0.77,0.775,0.818,0.45899,27,,0.844,1,,0.9747,1,,,,0.73,0.8523,,,,1,,27
H1111.pdb,H1111TS439_3,L,699,0.950433364129912,0.816,0.812,0.787,0.818,0.45899,27,,0.823,1,,0.9454,1,,,,0.75,0.8477,,,,0.95,,27
H1111.pdb,H1111TS439_3,L,700,0.939703741254154,0.834,0.815,0.736,0.818,0.45899,27,,0.858,1,,0.9598,1,,,,0.74,0.8499,,,,0.83,,27
H1111.pdb,H1111TS439_3,L,701,0.939639309924088,0.848,0.73,0.752,0.818,0.45899,27,,0.75,1,,0.9474,1,,,,0.67,0.8087,,,,0.86,,27
H1111.pdb,H1111TS439_3,M,42,,,,,0.818,0.45899,27,,0.438,0.94,,0.9569,0.94,,1,,0.71,0.8334,1,,,0.43,,27
H1111.pdb,H1111TS439_3,M,43,,,,,0.818,0.45899,27,,0.392,1,,0.9759,1,,,,0.63,0.8029,1,,,0.49,,27
H1111.pdb,H1111TS439_3,M,44,,,,,0.818,0.45899,27,,0.416,1,,0.9599,1,,,,0.69,0.825,,,,0.5,,27
H1111.pdb,H1111TS439_3,M,46,,,,,0.818,0.45899,27,,0.431,,,0.9084,,,1,,0.68,0.7942,1,,,0.43,,27
H1111.pdb,H1111TS439_3,M,47,,,,,0.818,0.45899,27,,0.488,1,,0.9415,1,,,,0.6,0.7708,1,,,0.34,,27
H1111.pdb,H1111TS439_3,M,48,,,,,0.818,0.45899,27,,0.422,1,,0.9577,1,,1,,0.65,0.8039,,,,0.35,,27
H1111.pdb,H1111TS439_3,M,49,,,,,0.818,0.45899,27,,0.479,0.98,,0.946,0.98,,1,,0.67,0.808,1,,,0.3,,27
H1111.pdb,H1111TS439_3,M,50,,,,,0.818,0.45899,27,,0.503,0.86,,0.9246,0.86,,,,0.68,0.8023,1,,,0.26,,27
H1111.pdb,H1111TS439_3,M,51,,,0.587,0.423,0.818,0.45899,27,,0.556,0.27,,0.9625,0.27,,1,,0.72,0.8412,,,,0.34,,27
H1111.pdb,H1111TS439_3,M,52,,,0.587,0.584,0.818,0.45899,27,,0.517,0.1,,0.9585,0.1,,,,0.63,0.7942,1,,,0.29,,27
H1111.pdb,H1111TS439_3,M,53,,,0.727,0.594,0.818,0.45899,27,,0.577,0.52,,0.935,0.52,,1,,0.65,0.7925,,,,0.25,,27
H1111.pdb,H1111TS439_3,M,54,,,0.632,0.648,0.818,0.45899,27,,0.536,0.78,,,0.78,,0,,,,1,,,0.4,,27
H1111.pdb,H1111TS439_3,M,56,,,0.724,0.692,0.818,0.45899,27,,0.582,0.77,,0.9428,0.77,,1,,0.67,0.8064,,,,0.45,,27
H1111.pdb,H1111TS439_3,M,57,0.909103399090325,0.758,0.715,0.721,0.818,0.45899,27,,0.573,1,,0.9473,1,,1,,0.7,0.8237,1,,,0.46,,27
H1111.pdb,H1111TS439_3,M,58,0.906224340123032,0.653,0.531,0.573,0.818,0.45899,27,,0.468,1,,0.9433,1,,,,0.66,0.8016,1,,,0.53,,27
H1111.pdb,H1111TS439_3,M,60,,,0.669,0.799,0.818,0.45899,27,,0.523,1,,0.9638,1,,1,,0.61,0.7869,,,,0.43,,27
H1111.pdb,H1111TS439_3,M,61,0.910978013320919,0.749,0.77,0.708,0.818,0.45899,27,,0.545,1,,0.9755,1,,1,,0.74,0.8578,1,,,0.53,,27
H1111.pdb,H1111TS439_3,M,62,,,0.733,0.667,0.818,0.45899,27,,0.511,1,,0.9177,1,,,,0.68,0.7989,1,,,0.6,,27
H1111.pdb,H1111TS439_3,M,63,,,,,0.818,0.45899,27,,0.467,1,,0.9561,1,,1,,0.73,0.8431,,,,0.47,,27
H1111.pdb,H1111TS439_3,M,64,,,,,0.818,0.45899,27,,0.478,,,0.911,,,1,,0.73,0.8205,1,,,0.45,,27
H1111.pdb,H1111TS439_3,M,66,,,,,0.818,0.45899,27,,0.466,0.06,,0.9673,0.06,,,,0.62,0.7937,,,,0.37,,27
H1111.pdb,H1111TS439_3,M,67,,,,,0.818,0.45899,27,,0.44,1,,0.9536,1,,1,,0.72,0.8368,,,,0.5,,27
H1111.pdb,H1111TS439_3,M,68,,,,,0.818,0.45899,27,,0.46,0.08,,0.9851,0.08,,1,,0.63,0.8076,1,,,0.62,,27
H1111.pdb,H1111TS439_3,M,69,,,,,0.818,0.45899,27,,0.52,0.92,,0.943,0.92,,,,0.7,0.8215,1,,,0.41,,27
H1111.pdb,H1111TS439_3,M,70,,,,,0.818,0.45899,27,,0.502,1,,0.944,1,,1,,0.73,0.837,,,,0.57,,27
H1111.pdb,H1111TS439_3,M,71,,,,,0.818,0.45899,27,,0.486,0.07,,0.9465,0.07,,1,,0.66,0.8032,1,,,0.46,,27
H1111.pdb,H1111TS439_3,M,72,,,,,0.818,0.45899,27,,0.505,0.23,,0.9739,0.23,,1,,0.61,0.792,1,,,0.57,,27
H1111.pdb,H1111TS439_3,M,73,,,,,0.818,0.45899,27,,0.606,0.62,,0.9759,0.62,,1,,0.62,0.7979,1,,,0.56,,27
H1111.pdb,H1111TS439_3,M,74,,,,,0.818,0.45899,27,,0.591,0.04,,0.9155,0.04,,1,,0.6,0.7577,1,,,0.53,,27
H1111.pdb,H1111TS439_3,M,76,,,0.747,0.625,0.818,0.45899,27,,0.548,1,,0.9505,1,,1,,0.72,0.8352,1,,,0.7,,27
H1111.pdb,H1111TS439_3,M,79,,,0.846,0.803,0.818,0.45899,27,,0.592,1,,0.9594,1,,1,,0.74,0.8497,1,,,0.65,,27
H1111.pdb,H1111TS439_3,M,80,0.94274319177847,0.877,0.862,0.802,0.818,0.45899,27,,0.629,1,,0.9162,1,,0,,0.74,0.8281,1,,,0.69,,27
H1111.pdb,H1111TS439_3,M,82,,,0.804,0.735,0.818,0.45899,27,,0.67,1,,0.9072,1,,,,0.76,0.8336,1,,,0.68,,27
H1111.pdb,H1111TS439_3,M,83,,,0.825,0.801,0.818,0.45899,27,,0.619,1,,0.951,1,,,,0.74,0.8455,,,,0.7,,27
H1111.pdb,H1111TS439_3,M,86,,,0.83,0.62,0.818,0.45899,27,,0.632,1,,0.9292,1,,,,0.69,0.8096,,,,0.55,,27
H1111.pdb,H1111TS439_3,M,87,0.966098653932145,0.91,0.847,0.761,0.818,0.45899,27,,0.597,1,,0.9272,1,,,,0.72,0.8236,,,,0.67,,27
H1111.pdb,H1111TS439_3,M,89,,,0.86,0.803,0.818,0.45899,27,,0.592,0.69,,0.9318,0.69,,,,0.65,0.7909,,,,0.45,,27
H1111.pdb,H1111TS439_3,M,90,,,0.816,0.711,0.818,0.45899,27,,0.563,1,,0.9417,1,,,,0.69,0.8159,,,,0.45,,27
H1111.pdb,H1111TS439_3,M,92,0.976400543185279,0.97,0.898,0.766,0.818,0.45899,27,,0.629,1,,0.9397,1,,,,0.73,0.8348,,,,0.57,,27
H1111.pdb,H1111TS439_3,M,94,0.975689084708453,0.976,0.745,0.714,0.818,0.45899,27,,0.594,1,,0.9633,1,,,,0.72,0.8417,,,,0.58,,27
H1111.pdb,H1111TS439_3,M,95,0.96700646326373,0.954,0.88,0.897,0.818,0.45899,27,,0.58,1,,0.9529,1,,,,0.71,0.8315,,,,0.63,,27
H1111.pdb,H1111TS439_3,M,97,0.969305369824157,0.989,0.889,0.945,0.818,0.45899,27,,0.674,1,,0.9613,1,,,,0.78,0.8707,,,,0.61,,27
H1111.pdb,H1111TS439_3,M,98,0.964301557035138,0.938,0.878,0.87,0.818,0.45899,27,,0.651,1,,0.9784,1,,,,0.77,0.8742,,,,0.64,,27
H1111.pdb,H1111TS439_3,M,101,0.967476905969216,0.989,0.802,0.871,0.818,0.45899,27,,0.618,1,,0.9478,1,,,,0.74,0.8439,,,,0.73,,27
H1111.pdb,H1111TS439_3,M,102,0.921437562360732,0.835,0.835,0.815,0.818,0.45899,27,,0.611,1,,0.9082,1,,,,0.74,0.8241,,,,0.81,,27
H1111.pdb,H1111TS439_3,M,104,0.951209730277313,0.884,0.842,0.647,0.818,0.45899,27,,0.648,,,0.9251,,,,,0.73,0.8275,,,,0.8,,27
H1111.pdb,H1111TS439_3,M,105,0.946218443983806,0.877,0.759,0.619,0.818,0.45899,27,,0.561,1,,0.9255,1,,,,0.73,0.8277,,,,0.79,,27
H1111.pdb,H1111TS439_3,M,108,0.948629125016943,0.879,0.818,0.748,0.818,0.45899,27,,0.61,1,,0.9743,1,,,,0.74,0.8572,,,,0.79,,27
H1111.pdb,H1111TS439_3,M,109,0.947313818614987,0.879,0.705,0.647,0.818,0.45899,27,,0.588,1,,0.9487,1,,,,0.75,0.8493,,,,0.85,,27
H1111.pdb,H1111TS439_3,M,111,0.946794954683962,0.883,0.744,0.604,0.818,0.45899,27,,0.585,1,,0.9303,1,,,,0.69,0.8101,,,,0.76,,27
H1111.pdb,H1111TS439_3,M,112,0.950371736819791,0.87,0.702,0.73,0.818,0.45899,27,,0.586,1,,0.9487,1,,,,0.75,0.8493,,,,0.77,,27
H1111.pdb,H1111TS439_3,M,113,0.870622883700464,0.631,0.664,0.628,0.818,0.45899,27,,0.574,1,,0.9379,1,,,,0.62,0.7789,,,,0.76,,27
H1111.pdb,H1111TS439_3,M,114,0.874564097991186,0.636,0.714,0.767,0.818,0.45899,27,,0.618,0.13,,0.9885,0.13,,,,0.64,0.8143,,,,0.72,,27
H1111.pdb,H1111TS439_3,M,115,0.945956442202186,0.798,0.752,0.733,0.818,0.45899,27,,0.625,1,,0.9478,1,,,,0.66,0.8039,,,,0.73,,27
H1111.pdb,H1111TS439_3,M,116,0.945294238060427,0.77,0.75,0.802,0.818,0.45899,27,,0.624,1,,0.9325,1,,,,0.7,0.8163,,,,0.74,,27
H1111.pdb,H1111TS439_3,M,117,0.848875577291366,0.594,0.659,0.613,0.818,0.45899,27,,0.617,0.06,,0.9762,0.06,,,,0.67,0.8231,,,,0.75,,27
H1111.pdb,H1111TS439_3,M,118,0.845737258243437,0.593,0.682,0.7,0.818,0.45899,27,,0.648,0.12,,0.9573,0.12,,,,0.62,0.7886,,,,0.76,,27
H1111.pdb,H1111TS439_3,M,119,0.944638903234733,0.819,0.692,0.787,0.818,0.45899,27,,0.62,1,,0.9507,1,,,,0.67,0.8104,,,,0.71,,27
H1111.pdb,H1111TS439_3,M,120,0.784720934662802,0.571,0.211,0.434,0.818,0.45899,27,,0.574,0.06,,0.9624,0.06,,,,0.62,0.7912,,,,0.82,,27
H1111.pdb,H1111TS439_3,M,121,0.834185435612923,0.689,0,0.339,0.818,0.45899,27,,0.477,0.08,,0.9496,0.08,,,,0.66,0.8048,,,,0.73,,27
H1111.pdb,H1111TS439_3,M,122,0.628604001686515,0.547,0.389,0.419,0.818,0.45899,27,,0.448,0.08,,0.9763,0.08,,,,0.64,0.8081,,,,0.87,,27
H1111.pdb,H1111TS439_3,N,1,,,,,0.818,0.45899,27,,0.758,0.23,,0.9318,0.23,,,,0.61,0.7709,0,,,0.31,,27
H1111.pdb,H1111TS439_3,N,3,,,,,0.818,0.45899,27,,0.8,1,,0.9417,1,,,,0.65,0.7959,0,,,0.18,,27
H1111.pdb,H1111TS439_3,N,5,,,,,0.818,0.45899,27,,0.853,1,,0.9026,1,,,,0.71,0.8063,0,,,0.4,,27
H1111.pdb,H1111TS439_3,N,8,,,0.657,0.544,0.818,0.45899,27,,0.803,0.97,,0.9415,0.97,,0,,0.68,0.8107,1,,,0.62,,27
H1111.pdb,H1111TS439_3,N,9,,,0.768,0.668,0.818,0.45899,27,,0.865,1,,0.951,1,,,,0.72,0.8355,0,,,0.69,,27
H1111.pdb,H1111TS439_3,N,11,,,0.775,0.629,0.818,0.45899,27,,0.865,1,,0.9496,1,,1,,0.7,0.8248,1,,,0.7,,27
